NO	기업명	기업코드	ESG등급	지배구조	사회	환경	평가년도	비고
1631	우리들휴브레인	118000	B이하	D	B이하	B이하	2013	
1630	우리종금	10050	B이하	B+	B이하	B이하	2013	
1629	우성사료	6980	B이하	B	B이하	B이하	2013	
1628	우신시스템	17370	B이하	B	B이하	B이하	2013	
1627	우진	105840	B이하	B+	B이하	B이하	2013	
1626	우진플라임	49800	B이하	C	B이하	B이하	2013	
1625	웅진씽크빅	95720	B이하	C	B+	B+	2013	
1624	웅진에너지	103130	B이하	B	B이하	B+	2013	
1623	원림	5820	B이하	C	B이하	B이하	2013	
1622	윌비스	8600	B이하	B	B이하	B이하	2013	
1621	유나이티드	33270	B이하	B	B이하	B이하	2013	
1620	유니드	14830	B이하	B	B이하	B이하	2013	
1619	유니온	910	B이하	B	B이하	B이하	2013	
1618	유니온머티리얼	47400	B이하	C	B이하	B이하	2013	
1617	유니온스틸	3640	B이하	B	B이하	B이하	2013	
1616	유니켐	11330	B이하	C	B이하	B이하	2013	
1615	유니퀘스트	77500	B이하	B	B이하	B이하	2013	
1614	유성기업	2920	B이하	B	B이하	B이하	2013	
1613	유수홀딩스	700	B이하	B	B이하	B+	2013	
1612	유안타증권	3470	B이하	B+	B이하	B이하	2013	
1611	유양디앤유	11690	B이하	B	B이하	B이하	2013	
1610	유엔젤	72130	B이하	B	B이하	B이하	2013	
1609	유유제약	220	B이하	B	B이하	B이하	2013	
1608	유진증권	1200	B이하	B+	B이하	B이하	2013	
1607	유한양행	100	B이하	B	B이하	B+	2013	
1606	유화증권	3460	B이하	B	B이하	B이하	2013	
1605	율촌화학	8730	B이하	B	B이하	B이하	2013	
1604	이건산업	8250	B이하	C	B이하	B이하	2013	
1603	이구산업	25820	B이하	B	B이하	B이하	2013	
1602	이마트	139480	B+	B+	B+	B+	2013	
1601	이수페타시스	7660	B이하	C	B이하	B이하	2013	
1600	이수화학	5950	B이하	C	B+	B+	2013	
1599	이스타코	15020	B이하	C	B이하	B이하	2013	
1598	이아이디	93230	B이하	C	B이하	B이하	2013	
1597	이연제약	102460	B이하	B	B이하	B이하	2013	
1596	이월드	84680	B이하	C	B이하	B이하	2013	
1595	이화산업	760	B이하	C	B이하	B이하	2013	
1594	인디에프	14990	B이하	C	B이하	B이하	2013	
1593	인스코비	6490	B이하	C	B이하	B이하	2013	
1592	인지컨트롤스	23800	B이하	C	B이하	B이하	2013	
1591	인천도시가스	34590	B이하	C	B이하	B이하	2013	
1590	인터지스	129260	B이하	C	B이하	B이하	2013	
1589	인팩	23810	B이하	C	B이하	B이하	2013	
1588	일동홀딩스	230	B이하	B	B이하	B이하	2013	
1587	일성건설	13360	B이하	C	B이하	B이하	2013	
1586	일신방직	3200	B이하	B+	B이하	B이하	2013	
1585	일신석재	7110	B이하	C	B이하	B이하	2013	
1584	일양약품	7570	B이하	B	B이하	B이하	2013	
1583	일정실업	8500	B이하	B	B이하	B이하	2013	
1582	일진다이아	81000	B이하	B	B이하	B이하	2013	
1581	일진디스플	20760	B이하	C	B이하	B이하	2013	
1580	일진머티리얼즈	20150	B이하	C	B이하	B이하	2013	
1579	일진전기	103590	B이하	C	B이하	B이하	2013	
1578	일진홀딩스	15860	B이하	C	B이하	B이하	2013	
1577	자화전자	33240	B이하	C	B이하	B이하	2013	
1576	전방	950	B이하	B	B이하	B이하	2013	
1575	제이에스전선	5560	B이하	B	B이하	B이하	2013	
1574	제이준코스메틱	25620	B이하	C	B이하	B이하	2013	
1573	제일기획	30000	B이하	B	B이하	B이하	2013	
1572	제일모직	1300	A	A	B+	A	2013	
1571	제일연마	1560	B이하	B	B이하	B이하	2013	
1570	제일파마홀딩스	2620	B이하	B	B이하	B이하	2013	
1569	제주은행	6220	B+	A	B이하	B이하	2013	
1568	조광페인트	4910	B이하	C	B이하	B이하	2013	
1567	조광피혁	4700	B이하	B	B이하	B이하	2013	
1566	조비	1550	B이하	D	B이하	B이하	2013	
1565	조선내화	480	B이하	B	B+	B이하	2013	
1564	조선선재	120030	B이하	C	B이하	B이하	2013	
1563	조일알미늄	18470	B이하	B	B이하	B+	2013	
1562	조흥	2600	B이하	C	B이하	B이하	2013	
1561	종근당바이오	63160	B이하	B	B이하	B이하	2013	
1560	종근당홀딩스	1630	B이하	B	B이하	B이하	2013	
1559	주연테크	44380	B이하	C	B이하	B이하	2013	
1558	지역난방공사	71320	B+	B+	B+	B+	2013	
1557	지코	10580	B이하	B	B이하	B이하	2013	
1556	지투알	35000	B이하	B	B이하	B이하	2013	
1555	진도	88790	B이하	C	B이하	B이하	2013	
1554	진양산업	3780	B이하	C	B이하	B이하	2013	
1553	진양폴리우레탄	10640	B이하	C	B이하	B이하	2013	
1552	진양홀딩스	100250	B이하	B	B이하	B이하	2013	
1551	진양화학	51630	B이하	B	B이하	B이하	2013	
1550	진원생명과학	11000	B이하	C	B이하	B이하	2013	
1549	진흥기업	2780	B+	B	B+	B+	2013	
1548	참엔지니어링	9310	B이하	B	B이하	B이하	2013	
1547	천일고속	650	B이하	C	B이하	B이하	2013	
1546	청호컴넷	12600	B이하	C	B이하	B이하	2013	
1545	체시스	33250	B이하	C	B이하	B이하	2013	
1544	카프로	6380	B이하	B	B이하	B+	2013	
1543	케이씨	29460	B이하	B	B이하	B이하	2013	
1542	케이씨씨	2380	B+	B+	B이하	B+	2013	
1541	케이씨티시	9070	B이하	C	B이하	B이하	2013	
1540	케이티	30200	A	A+	A	A	2013	
1539	케이티스	58860	B이하	B+	B이하	B이하	2013	
1538	케이티스카이라이프	53210	B이하	B	B+	B이하	2013	
1537	케이티앤지	33780	A	A+	A	A	2013	
1536	코리아써키트	7810	B이하	C	B이하	B이하	2013	
1535	코리안리	3690	B+	A	B이하	B이하	2013	
1534	코스맥스비티아이	44820	B이하	B	B이하	B이하	2013	
1533	코스모신소재	5070	B이하	C	B이하	B이하	2013	
1532	코스모화학	5420	B이하	B	B이하	B+	2013	
1531	코아스	71950	B이하	B	B이하	B이하	2013	
1530	코오롱	2020	B이하	B	B이하	B이하	2013	
1529	코오롱글로벌	3070	B이하	B+	B이하	B이하	2013	
1528	코오롱인더	120110	B+	B+	B이하	B+	2013	
1527	코오롱플라스틱	138490	B+	B+	B+	B+	2013	
1526	코웨이	21240	B+	B	A	A	2013	
1525	콤텍시스템	31820	B이하	B	B이하	B이하	2013	
1524	크라운해태홀딩스	5740	B이하	B	B이하	B이하	2013	
1523	키움증권	39490	B이하	B+	B이하	B이하	2013	
1522	키위미디어그룹	12170	B이하	C	B이하	B이하	2013	
1521	태경산업	15890	B이하	B	B이하	B이하	2013	
1520	태경화학	6890	B이하	C	B이하	B이하	2013	
1519	태광산업	3240	B이하	D	B이하	B이하	2013	
1518	태림포장	11280	B이하	C	B이하	B이하	2013	
1517	태양금속공업	4100	B이하	B	B이하	B이하	2013	
1516	태영건설	9410	B이하	B+	B이하	B이하	2013	
1515	태원물산	1420	B이하	B	B이하	B이하	2013	
1514	태평양물산	7980	B이하	B	B이하	B이하	2013	
1513	텔코웨어	78000	B이하	B	B이하	B이하	2013	
1512	티비에이치글로벌	84870	B이하	C	B이하	B이하	2013	
1511	티에이치엔	19180	B이하	C	B이하	B이하	2013	
1510	티웨이홀딩스	4870	B이하	D	B이하	B이하	2013	
1509	티이씨코	8900	B이하	D	B이하	B이하	2013	
1508	팀스	134790	B이하	B	B이하	B이하	2013	
1507	파미셀	5690	B이하	C	B이하	B이하	2013	
1506	파브코	101990	B이하	B	B이하	B이하	2013	
1505	팜스코	36580	B이하	C	B이하	B이하	2013	
1504	팬오션	28670	B+	B	B+	B+	2013	
1503	퍼스텍	10820	B이하	B	B이하	B이하	2013	
1502	퍼시스	16800	B이하	B	B이하	B+	2013	
1501	페이퍼코리아	1020	B이하	C	B이하	B이하	2013	
1500	평화산업	90080	B이하	B	B이하	B이하	2013	
1499	평화홀딩스	10770	B이하	B	B이하	B이하	2013	
1498	포스코	5490	A	A+	A	A	2013	
1497	포스코강판	58430	B+	B	B+	B+	2013	
1496	포스코대우	47050	B+	B+	B+	B이하	2013	
1495	포스코플랜텍	51310	B이하	C	B+	B+	2013	
1494	폴루스바이오팜	7630	B이하	C	B이하	B이하	2013	
1493	풀무원	17810	A	A	A	B+	2013	
1492	풍산	103140	B+	B+	B이하	B+	2013	
1491	풍산홀딩스	5810	B이하	B	B이하	B이하	2013	
1490	필룩스	33180	B이하	B	B이하	B이하	2013	
1489	하나금융지주	86790	A	A+	B+	B+	2013	
1488	하나투어	39130	B이하	B	B이하	B이하	2013	
1487	하이스틸	71090	B이하	B	B이하	B이하	2013	
1486	하이트론씨스템즈	19490	B이하	B	B이하	B이하	2013	
1485	하이트진로	80	B+	B	B+	B+	2013	
1484	하이트진로홀딩스	140	B이하	B+	B이하	B이하	2013	
1483	한국가스공사	36460	B+	B+	A	B+	2013	
1482	한국공항	5430	B이하	C	B+	B이하	2013	
1481	한국금융지주	71050	B이하	A	B이하	B이하	2013	
1480	한국내화	10040	B이하	B	B이하	B이하	2013	
1479	한국단자공업	25540	B이하	B	B이하	B이하	2013	
1478	한국석유공업	4090	B이하	B	B이하	B이하	2013	
1477	한국수출포장공업	2200	B이하	B	B이하	B+	2013	
1476	한국쉘석유	2960	B+	B+	B+	B+	2013	
1475	한국유리공업	2000	B이하	C	B이하	B이하	2013	
1474	한국전력공사	15760	A	B+	A	A	2013	
1473	한국전자홀딩스	6200	B이하	C	B이하	B이하	2013	
1472	한국제지	2300	B이하	B	B이하	B+	2013	
1471	한국종합기술	23350	B이하	B	B이하	B이하	2013	
1470	한국주강	25890	B이하	C	B이하	B이하	2013	
1469	한국주철관공업	970	B이하	C	B이하	B이하	2013	
1468	한국철강	104700	B+	B+	B이하	B+	2013	
1467	한국카본	17960	B이하	B	B이하	B이하	2013	
1466	한국콜마홀딩스	24720	B이하	C	B이하	B이하	2013	
1465	한국타이어월드와이드	240	A	B+	A	A	2013	
1464	한국특수형강	7280	B이하	B	B이하	B이하	2013	
1463	한국프랜지공업	10100	B이하	C	B이하	B이하	2013	
1462	한국항공우주	47810	B+	B+	B+	B이하	2013	
1461	한국화장품	123690	B이하	B	B이하	B이하	2013	
1460	한국화장품제조	3350	B이하	C	B이하	B이하	2013	
1459	한농화성	11500	B이하	B	B이하	B이하	2013	
1458	한독	2390	B+	B+	B이하	B+	2013	
1457	한라	14790	B+	B+	B+	B이하	2013	
1456	한라홀딩스	60980	B이하	B	B이하	B+	2013	
1455	한미글로벌	53690	B이하	B	B이하	B이하	2013	
1454	한미반도체	42700	B이하	B+	B이하	B이하	2013	
1453	한미사이언스	8930	B이하	B	B이하	B이하	2013	
1452	한미약품	128940	B+	B	B+	B+	2013	
1451	한샘	9240	B이하	B+	B이하	B이하	2013	
1450	한섬	20000	B이하	B	B이하	B이하	2013	
1449	한성기업	3680	B이하	C	B이하	B이하	2013	
1448	한세실업	105630	B이하	B	B이하	B이하	2013	
1447	한세엠케이	69640	B이하	B	B이하	B이하	2013	
1446	한세예스24홀딩스	16450	B이하	B	B이하	B이하	2013	
1445	한솔로지스틱스	9180	B이하	C	B이하	B이하	2013	
1444	한솔아트원제지	7190	B이하	C	B이하	B이하	2013	
1443	한솔케미칼	14680	B이하	C	B이하	B+	2013	
1442	한솔테크닉스	4710	B이하	B	B이하	B이하	2013	
1441	한솔피엔에스	10420	B이하	C	B이하	B이하	2013	
1440	한솔홀딩스	4150	B+	B	B+	B+	2013	
1439	한솔홈데코	25750	B이하	C	B이하	B+	2013	
1438	한신공영	4960	B이하	B	B이하	B이하	2013	
1437	한신기계공업	11700	B이하	B	B이하	B이하	2013	
1436	한양증권	1750	B이하	B+	B이하	B이하	2013	
1435	한온시스템	18880	B이하	C	B이하	B+	2013	
1434	한올바이오파마	9420	B이하	B	B이하	B이하	2013	
1433	한익스프레스	14130	B이하	C	B이하	B이하	2013	
1432	한일시멘트	3300	B이하	B	B이하	B+	2013	
1431	한일철강	2220	B이하	C	B이하	B이하	2013	
1430	한전KPS	51600	B+	B	A	B이하	2013	
1429	한전기술	52690	B이하	B	B이하	B+	2013	
1428	한전산업	130660	B이하	C	B이하	B이하	2013	
1427	한진	2320	B이하	B	B이하	B+	2013	
1426	한진중공업	97230	B이하	B	B이하	B이하	2013	
1425	한진중공업홀딩스	3480	B이하	B+	B이하	B이하	2013	
1424	한진해운	117930	B이하	C	B+	B+	2013	
1423	한창	5110	B이하	C	B이하	B이하	2013	
1422	한창제지	9460	B이하	B	B이하	B이하	2013	
1421	한화	880	B이하	D	B이하	B+	2013	
1420	한화갤러리아타임월드	27390	B이하	C	B+	B이하	2013	
1419	한화생명	88350	B+	A	B이하	B이하	2013	
1418	한화손해보험	370	B이하	B	B이하	B이하	2013	
1417	한화케미칼	9830	B+	B	A	B+	2013	
1416	한화테크윈	12450	A	B+	A	A	2013	
1415	한화투자증권	3530	B이하	B+	B이하	B이하	2013	
1414	한화화인케미칼	25850	B이하	B	B이하	B이하	2013	
1413	현대EP	89470	B이하	C	B이하	B이하	2013	
1412	현대건설	720	B+	B+	B+	B+	2013	
1411	현대그린푸드	5440	B이하	B	B+	B이하	2013	
1410	현대글로비스	86280	B+	B+	B+	B이하	2013	
1409	현대리바트	79430	B이하	C	B이하	B+	2013	
1408	현대모비스	12330	B+	B+	B+	B+	2013	
1407	현대미포조선	10620	A	B+	A	A	2013	
1406	현대백화점	69960	B이하	B	B+	B이하	2013	
1405	현대비앤지스틸	4560	B이하	C	B이하	B이하	2013	
1404	현대산업개발	12630	B이하	B+	B이하	B이하	2013	
1403	현대상선	11200	B+	B+	B+	B+	2013	
1402	현대시멘트	6390	B이하	C	B이하	B이하	2013	
1401	현대약품	4310	B이하	B	B이하	B이하	2013	
1400	현대에이치씨엔	126560	B이하	B	B이하	B이하	2013	
1399	현대엘리베이터	17800	B+	B+	B+	B이하	2013	
1398	현대위아	11210	B+	B	B+	B+	2013	
1397	현대자동차	5380	A	B+	A	A	2013	
1396	현대제철	4020	B+	B+	B+	B+	2013	
1395	현대종합상사	11760	B+	B+	B+	B이하	2013	
1394	현대중공업	9540	A	B+	A	A	2013	
1393	현대차투자증권	1500	B이하	B	B이하	B이하	2013	
1392	현대하이스코	10520	B+	B+	B+	B+	2013	
1391	현대해상	1450	B+	A	A	B이하	2013	
1390	현대홈쇼핑	57050	B이하	B	B이하	B이하	2013	
1389	형지엘리트	93240	B이하	C	B이하	B이하	2013	
1388	혜인	3010	B이하	B	B이하	B이하	2013	
1387	호텔신라	8770	B이하	C	B이하	B이하	2013	
1386	화성산업	2460	B이하	B+	B이하	B이하	2013	
1385	화승알앤에이	13520	B이하	C	B이하	B+	2013	
1384	화승인더스트리	6060	B이하	C	B이하	B+	2013	
1383	화신	10690	B이하	C	B이하	B이하	2013	
1382	화천기계	10660	B이하	B	B이하	B이하	2013	
1381	화천기공	850	B이하	B	B이하	B이하	2013	
1380	환인제약	16580	B이하	B+	B이하	B이하	2013	
1379	황금에스티	32560	B이하	B	B이하	B이하	2013	
1378	효성	4800	B+	B+	B+	B+	2013	
1377	효성 ITX	94280	B이하	C	B+	B이하	2013	
1376	후성	93370	B이하	C	B이하	B이하	2013	
1375	휠라코리아	81660	B이하	B	B이하	B이하	2013	
1374	휴니드테크놀러지스	5870	B이하	B	B이하	B이하	2013	
1373	휴스틸	5010	B이하	B	B이하	B이하	2013	
1372	휴켐스	69260	B+	B	B+	B+	2013	
1371	흥국화재	540	B이하	B	B이하	B이하	2013	
1370	흥아해운	3280	B이하	B	B이하	B이하	2013	
1369	AK홀딩스	6840	B이하	C	B이하	B+	2012	
1368	BNK금융지주	138930	A	A+	A	B이하	2012	
1367	BYC	1460	B이하	C	B이하	B이하	2012	
1366	CJ	1040	B이하	B	B이하	B이하	2012	
1365	CJ CGV	79160	B이하	B	B이하	B이하	2012	
1364	CJ대한통운	120	B이하	B	B+	B이하	2012	
1363	CJ씨푸드	11150	B이하	C	B이하	B이하	2012	
1362	CJ제일제당	97950	B+	B+	B이하	B+	2012	
1361	CS홀딩스	590		C	B이하		2012	
1360	DB	12030	B이하	B	B이하	B이하	2012	
1359	DB금융투자	16610		B	B+		2012	
1358	DB손해보험	5830	B+	B+	A	B+	2012	
1357	DB하이텍	990	B이하	B	B이하	B+	2012	
1356	DGB금융지주	139130	B+	A	B이하	B+	2012	
1355	DRB동일	4840	B이하	B	B이하	B이하	2012	
1354	DSR제강	69730	B이하	C	B이하	B이하	2012	
1353	E1	17940	B이하	B	B+	B이하	2012	
1352	F&F	7700	B이하	B	B이하	B이하	2012	
1351	GKL	114090		B+	B+		2012	
1350	GS	78930	B이하	B+	B이하	B이하	2012	
1349	GS건설	6360	A	A	A	A	2012	
1348	GS글로벌	1250	B이하	B	B이하	B이하	2012	
1347	JW중외제약	1060	B이하	B	B이하	B이하	2012	
1346	JW홀딩스	96760	B이하	B	B이하	B이하	2012	
1345	KB금융	105560	A+	A+	A+	A	2012	
1344	KB캐피탈	21960		A	B이하		2012	
1343	KC그린홀딩스	9440	B이하	B	B이하	B이하	2012	
1342	KC코트렐	119650	B이하	B	B이하	B이하	2012	
1341	KEC	92220	B이하	C	B이하	B이하	2012	
1340	KGP	109070	B이하	C	B이하	B이하	2012	
1339	KG케미칼	1390	B이하	C	B이하	B이하	2012	
1338	KISCO홀딩스	1940	B이하	B	B이하	B이하	2012	
1337	KPX그린케미칼	83420	B이하	B	B이하	B+	2012	
1336	KPX케미칼	25000	B이하	B	B이하	B+	2012	
1335	KPX홀딩스	92230	B이하	B	B이하	B이하	2012	
1334	KR모터스	40	B이하	B	B이하	B이하	2012	
1333	KSS해운	44450	B이하	B	B이하	B이하	2012	
1332	KTB투자증권	30210		B+	B이하		2012	
1331	KTcs	58850		B	B이하		2012	
1330	LF	93050	B이하	B	B이하	B이하	2012	
1329	LG	3550	B이하	B	B이하	B이하	2012	
1328	LG디스플레이	34220	B+	B+	B+	B+	2012	
1327	LG상사	1120	B이하	B+	B이하	B이하	2012	
1326	LG생명과학	68870	B+	B+	B+	B+	2012	
1325	LG생활건강	51900	A	B+	A+	A	2012	
1324	LG유플러스	32640	B이하	B+	B+	B이하	2012	
1323	LG이노텍	11070	A	B+	A	A	2012	
1322	LG전자	66570	A	B+	A	A	2012	
1321	LG하우시스	108670	B+	B+	A	B+	2012	
1320	LG화학	51910	A	B+	A	A	2012	
1319	LS	6260	B이하	B+	B이하	B이하	2012	
1318	LS네트웍스	680	B이하	B	B이하	B이하	2012	
1317	LS산전	10120	B+	B+	B이하	B+	2012	
1316	MH에탄올	23150	B이하	B	B이하	B이하	2012	
1315	NAVER	35420	B+	A	B+	B+	2012	
1314	NH농협증권	16420	B이하	B+	B이하	B이하	2012	
1313	NH투자증권	5940	A	A	A	B+	2012	
1312	NICE	34310		B	B이하		2012	
1311	NI스틸	8260	B이하	C	B이하	B이하	2012	
1310	OCI	10060	A	B+	A	A	2012	
1309	S&TC	100840	B이하	B	B이하	B이하	2012	
1308	S&T모티브	64960	B이하	B+	B이하	B이하	2012	
1307	S&T중공업	3570	B이하	B	B이하	B이하	2012	
1306	S&T홀딩스	36530	B이하	B	B이하	B이하	2012	
1305	S-Oil	10950	A	A	A	A+	2012	
1304	SBS	34120	B이하	B+	B이하	B이하	2012	
1303	SBS미디어홀딩스	101060	B이하	B	B이하	B이하	2012	
1302	SG세계물산	4060	B이하	C	B이하	B이하	2012	
1301	SG충방	1380	B이하	C	B이하	B이하	2012	
1300	SH에너지화학	2360	B이하	B	B이하	B이하	2012	
1299	SIMPAC	9160	B이하	B	B이하	B이하	2012	
1298	SK	34730	A	B+	A	A	2012	
1297	SK	3600	B+	B+	B+	B이하	2012	
1296	SKC	11790	A	A	A	A	2012	
1295	SK가스	18670	B이하	C	B+	B이하	2012	
1294	SK네트웍스	1740	B+	A	A	B이하	2012	
1293	SK디스커버리	6120	B+	B+	B이하	A	2012	
1292	SK이노베이션	96770	A	A	B+	A	2012	
1291	SK증권	1510	B+	A	A	B이하	2012	
1290	SK텔레콤	17670	A	B+	A	A+	2012	
1289	SK하이닉스	660	A+	A+	A+	A+	2012	
1288	SPC삼립	5610	B이하	B	B이하	B이하	2012	
1287	STX	11810	B+	B	B+	B+	2012	
1286	STX엔진	77970	B+	B	A	A	2012	
1285	STX조선해양	67250	B이하	C	B+	B+	2012	
1284	STX중공업	71970	B+	B	B+	B+	2012	
1283	TCC동양	2710	B이하	C	B이하	B이하	2012	
1282	WISCOM	24070	B이하	B+	B이하	B이하	2012	
1281	YG PLUS	37270		C	B이하		2012	
1280	가온전선	500	B이하	B	B이하	B이하	2012	
1279	강남제비스코	860	B이하	B	B이하	B이하	2012	
1278	강원랜드	35250	B+	B+	A	B+	2012	
1277	갤럭시아에스엠	11420		C	B이하		2012	
1276	경남기업	800	B이하	C	B이하	B이하	2012	
1275	경남에너지	8020	B이하	B	B이하	B이하	2012	
1274	경농	2100	B이하	B	B이하	B+	2012	
1273	경동나비엔	9450	B이하	C	B이하	B이하	2012	
1272	경동인베스트	12320	B이하	B	B이하	B이하	2012	
1271	경방	50	B이하	B	B이하	B이하	2012	
1270	경인양행	12610	B이하	B	B이하	B+	2012	
1269	경인전자	9140	B이하	B	B이하	B이하	2012	
1268	계룡건설산업	13580	B+	B+	B+	B이하	2012	
1267	계양전기	12200	B이하	B	B+	B이하	2012	
1266	고려개발	4200	B이하	B	B+	B이하	2012	
1265	고려산업	2140	B이하	C	B이하	B이하	2012	
1264	고려아연	10130	B+	B+	B이하	B+	2012	
1263	고려제강	2240	B이하	C	B이하	B이하	2012	
1262	골든브릿지증권	1290		B	B이하		2012	
1261	광동제약	9290	B이하	B	B이하	B이하	2012	
1260	광명전기	17040	B이하	B	B이하	B이하	2012	
1259	광전자	17900	B이하	B	B이하	B이하	2012	
1258	광주신세계	37710	B이하	B	B+	B이하	2012	
1257	교보증권	30610	B이하	B	B이하	B이하	2012	
1256	국도화학	7690	B이하	B	B이하	B+	2012	
1255	국동	5320	B이하	B	B이하	B이하	2012	
1254	국보	1140	B이하	C	B이하	B이하	2012	
1253	국제약품	2720	B이하	B	B이하	B이하	2012	
1252	그린손해보험	470	B이하	C	B이하	B이하	2012	
1251	극동유화	14530	B이하	B	B이하	B이하	2012	
1250	글로스텍	12410	B이하	C	B이하	B이하	2012	
1249	금강공업	14280	B이하	B	B이하	B이하	2012	
1248	금비	8870	B이하	C	B이하	B이하	2012	
1247	금양	1570	B이하	B	B이하	B이하	2012	
1246	금호산업	2990	B이하	B	B+	B이하	2012	
1245	금호석유화학	11780	B+	B+	A	B+	2012	
1244	금호전기	1210	B이하	B	B이하	B이하	2012	
1243	금호타이어	73240	B이하	C	B이하	B+	2012	
1242	기신정기	92440	B이하	B	B이하	B이하	2012	
1241	기아자동차	270	A	B+	A+	B+	2012	
1240	기업은행	24110	B이하	B+	B+	B이하	2012	
1239	까뮤이앤씨	13700	B이하	C	B이하	B이하	2012	
1238	깨끗한나라	4540	B이하	C	B이하	B+	2012	
1237	나노메딕스	74610	B이하	C	B이하	B이하	2012	
1236	남광토건	1260	B이하	B	B이하	B이하	2012	
1235	남선알미늄	8350	B이하	C	B이하	B이하	2012	
1234	남성	4270	B이하	B	B이하	B이하	2012	
1233	남양유업	3920	B이하	B	B이하	B이하	2012	
1232	남영비비안	2070	B이하	B	B이하	B이하	2012	
1231	남해화학	25860	B이하	C	B이하	B+	2012	
1230	넥센	5720	B이하	B	B이하	B이하	2012	
1229	넥센타이어	2350	B이하	C	B이하	B+	2012	
1228	넥솔론	110570	B이하	B+	B이하	B이하	2012	
1227	노루페인트	90350	B이하	B	B이하	B+	2012	
1226	노루홀딩스	320	B이하	B	B이하	B이하	2012	
1225	녹십자	6280	B이하	B	B이하	B+	2012	
1224	녹십자홀딩스	5250	B이하	B	B이하	B이하	2012	
1223	농심	4370	B이하	B	B이하	B+	2012	
1222	농심홀딩스	72710	B이하	B	B이하	B이하	2012	
1221	다우기술	23590		C	B이하		2012	
1220	대경기계기술	15590	B이하	B	B이하	B이하	2012	
1219	대교	19680	B이하	B+	B이하	B이하	2012	
1218	대구백화점	6370	B이하	B	B+	B이하	2012	
1217	대덕GDS	4130	B이하	B	B이하	B+	2012	
1216	대덕전자	8060	B이하	B	B이하	B이하	2012	
1215	대동공업	490	B이하	B	B이하	B이하	2012	
1214	대동전자	8110	B이하	C	B이하	B이하	2012	
1213	대림비앤코	5750	B이하	B	B이하	B이하	2012	
1212	대림산업	210	B+	B+	A	B+	2012	
1211	대림통상	6570	B이하	B	B이하	B이하	2012	
1210	대상	1680	B이하	C	B+	B이하	2012	
1209	대상홀딩스	84690	B이하	B	B이하	B이하	2012	
1208	대성산업	128820	B이하	B	B이하	B이하	2012	
1207	대성에너지	117580	B이하	B	B이하	B이하	2012	
1206	대성합동지주	5620	B이하	B+	B이하	B이하	2012	
1205	대성홀딩스	16710	B이하	B	B이하	B이하	2012	
1204	대신증권	3540	B+	A	B이하	B이하	2012	
1203	대양금속	9190	B이하	C	B이하	B이하	2012	
1202	대영포장	14160	B이하	C	B이하	B이하	2012	
1201	대우건설	47040	B이하	B+	B이하	B이하	2012	
1200	대우부품	9320	B이하	C	B이하	B이하	2012	
1199	대우조선해양	42660	B+	B+	B이하	B+	2012	
1198	대웅	3090	B이하	B	B이하	B이하	2012	
1197	대웅제약	69620	B+	B	B+	B+	2012	
1196	대원강업	430	B이하	B	B이하	B이하	2012	
1195	대원전선	6340		B		B이하	2012	
1194	대원제약	3220	B이하	B	B+	B이하	2012	
1193	대원화성	24890	B이하	B	B이하	B+	2012	
1192	대유에이텍	2880	B이하	C	B이하	B이하	2012	
1191	대유플러스	300	B이하	C	B이하	B+	2012	
1190	대창	12800	B이하	B	B이하	B+	2012	
1189	대창단조	15230	B이하	C	B이하	B이하	2012	
1188	대한방직	1070	B이하	B	B이하	B이하	2012	
1187	대한유화	6650	B이하	B	B이하	B+	2012	
1186	대한전선	1440	B이하	B	B이하	B+	2012	
1185	대한제강	84010	B+	B	B+	B+	2012	
1184	대한제당	1790	B이하	B	B이하	B이하	2012	
1183	대한제분	1130	B이하	B	B이하	B이하	2012	
1182	대한항공	3490	A	B	A	A+	2012	
1181	대한화섬	3830	B이하	C	B이하	B이하	2012	
1180	대현	16090	B이하	B	B이하	B이하	2012	
1179	대호에이엘	69460	B이하	C	B이하	B+	2012	
1178	더존비즈온	12510		C	B이하		2012	
1177	덕성	4830	B이하	B	B이하	B이하	2012	
1176	덕양산업	24900	B이하	B	B이하	B이하	2012	
1175	도레이케미칼	8000	B이하	C	B+	B+	2012	
1174	도화엔지니어링	2150	B이하	B+	B이하	B이하	2012	
1173	동국실업	1620	B이하	C	B이하	B이하	2012	
1172	동국제강	1230	B+	B+	B이하	B+	2012	
1171	동남합성	23450	B이하	C	B이하	B이하	2012	
1170	동방	4140	B이하	C	B이하	B이하	2012	
1169	동방아그로	7590	B이하	B	B이하	B이하	2012	
1168	동부건설	5960	B이하	B+	B이하	B이하	2012	
1167	동부제철	16380	B+	B	B+	B+	2012	
1166	동성제약	2210	B이하	B	B이하	B이하	2012	
1165	동성코퍼레이션	102260	B이하	B	B이하	B이하	2012	
1164	동성화학	5190	B이하	B	B이하	B이하	2012	
1163	동아쏘시오홀딩스	640	B+	B+	B이하	B+	2012	
1162	동아에스텍	58730	B이하	B	B이하	B이하	2012	
1161	동아지질	28100	B이하	B	B이하	B이하	2012	
1160	동양	1520	B이하	B	B이하	B이하	2012	
1159	동양고속	84670	B이하	B	B이하	B이하	2012	
1158	동양네트웍스	30790		C	B이하		2012	
1157	동양물산기업	2900	B이하	B+	B이하	B이하	2012	
1156	동양생명	82640	B이하	B+	B이하	B이하	2012	
1155	동양철관	8970	B이하	C	B이하	B이하	2012	
1154	동원	3580	B이하	C	B이하	B이하	2012	
